,name,image,keys,points,calories,summary
853,Spicy Shrimp Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2009/06/Spicy-Shrimp-Fried-Rice-4-260x390.jpg,"['DF', 'FM', 'GF', 'Q']",7,307.0,"Spicy Shrimp Fried Rice made healthier using leftover cooked brown rice, a delicious whole grain that’s high in fiber, so it fills you up."
854,Chocolate Pistachio Biscotti,https://www.skinnytaste.com/wp-content/uploads/2011/02/chocolate-pistachio-biscotti-260x378.jpg,"['KF', 'V']",4,103.0,Chocolate Pistachio Biscotti are perfect for holiday baking or giving away to friends!
855,Crock Pot Chicken Taco Chili Recipe,https://www.skinnytaste.com/wp-content/uploads/2008/11/crockpot-chicken-taco-chili-8-260x390.jpg,"['FM', 'GF', 'HF', 'KF', 'SC']",1,220.0,Crock Pot Chicken Taco Chili is an easy slow cooker dump recipe using freezer and pantry staples! This has been one of my most popular recipes since 2008!
856,Cheesy Turkey Meatball Skillet,https://www.skinnytaste.com/wp-content/uploads/2020/02/Cheesy-Turkey-Meatball-Skillet-9-260x390.jpg,"['GF', 'KF']",9,356.0,"Cheesy Turkey Meatball Skillet covered in sauce and cheese, made all in one skillet. Serve this with a green salad and a little bread on the side for dipping!"
857,Chicken Barley Soup,https://www.skinnytaste.com/wp-content/uploads/2015/02/Chicken-Barley-Soup-2-2-260x390.jpg,"['DF', 'FM', 'HF']",2,262.0,"As the days get colder, warm up with a bowl of Chicken and Barley Soup, made with carrots, onions, celery, chicken breasts, and pearl barley."
858,Whole Roasted Baby Cauliflower,https://www.skinnytaste.com/wp-content/uploads/2020/02/Whole-Roasted-Baby-Cauliflower-4-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'V', 'W']",1,46.5,"This simple, Whole Roasted Baby Cauliflower is perfectly charred on the outside and tender in the middle. Made with just four ingredients – salted water, extra-virgin olive oil, coarse sea salt—and cauliflower."
859,Cooking With Yogurt – How To Sub Greek Yogurt In Recipes,https://www.skinnytaste.com/wp-content/uploads/2020/01/Skinnytaste-Stonyfield-Yogurt-Chart-v8-260x390.png,[],,,Easy Greek (and plain) yogurt swaps you can use every day in recipes to cut fat and calories with added health benefits!
860,Air Fryer Bacon-Burger Bites,https://www.skinnytaste.com/wp-content/uploads/2020/01/Air-Fryer-Burger-Bites-5-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'LC', 'Q', 'W']",2,125.0,"These bite-sized, air fryer bacon burgers make a great low-carb appetizer – perfect for the Super Bowl."
861,"Pasta with Italian Chicken Sausage, Escarole and Beans",https://www.skinnytaste.com/wp-content/uploads/2012/01/Pasta-with-Italian-Chicken-Sausage-7-260x390.jpg,"['GF', 'HF', 'KF', 'Q']",7,332.0,"Pasta with Italian Chicken Sausage, Escarole and Beans is ridiculously good made with lots of garlic, lean Italian chicken sausage, and white cannellini beans."
862,Swedish Meatballs,https://www.skinnytaste.com/wp-content/uploads/2011/05/Swedish-Meatballs-5-260x390.jpg,"['GF', 'KF', 'LC']",8,293.0,These tasty Swedish Meatballs are always a hit with my family! They’re lighter than most recipes but still have all the flavor.
863,"Mixed Baby Greens with Pomegranate, Gorgonzola and Pecans",https://www.skinnytaste.com/wp-content/uploads/2008/11/Mixed-Baby-Greens-with-Pecans-5-260x390.jpg,"['GF', 'LC', 'Q', 'V']",7,228.0,"The beautiful, delicious, fall or winter salad is made with mixed baby greens, pomegranate, Gorgonzola and pecans with a pomegranate vinaigrette."
864,Easy Wonton Soup,https://www.skinnytaste.com/wp-content/uploads/2020/01/Wonton-Soup-7-260x390.jpg,"['DF', 'KF', 'Q']",2,136.0,"This quick and easy wonton soup is super simple, loaded with veggies and takes under 15 minutes to make thanks to the frozen wontons."
865,French Onion Soup,https://www.skinnytaste.com/wp-content/uploads/2009/11/French-Onion-Soup-11-260x390.jpg,"['GF', 'KF', 'LC']",7,312.8,"French onion soup is one of my favorite soups, we order it all the time at our neighborhood restaurant but it’s just as easy to make from scratch and so much lighter."
866,Kielbasa Veggie Sheet Pan Dinner,https://www.skinnytaste.com/wp-content/uploads/2020/01/Kielbasa-Sheetpan-Dinner-9-260x390.jpg,"['DF', 'GF', 'HF', 'LC', 'W']",8,270.0,"Kielbasa Veggie Sheet Pan Dinner is made with turkey kielbasa, asparagus, tomatoes and bell peppers cooked all on one pan, easy cleanup! It’s also Keto, Whole30, Low Carb and Gluten-free."
867,Low-Carb Turkey Taco Stuffed Avocados,https://www.skinnytaste.com/wp-content/uploads/2020/01/Turkey-Taco-Stuffed-Avocados-5931-260x390.jpg,"['GF', 'HF', 'KF', 'LC', 'MP', 'Q']",9,422.0,"Taco Tuesday just got a little better with these quick and easy, low-carb Turkey Taco Stuffed Avocados – I’m obsessed!"
868,Vegetarian Enchiladas with Butternut Squash and Black Beans,https://www.skinnytaste.com/wp-content/uploads/2013/11/Vegetarian-Enchiladas-20-260x390.jpg,"['HF', 'V']",6,185.0,"Easy vegetarian enchiladas made with butternut squash and black beans, smothered with enchilada sauce and cheese, then baked in the oven. A delicious recipe that’s perfect for meatless Mondays!"
869,Asian Glazed Drumsticks,https://www.skinnytaste.com/wp-content/uploads/2010/07/Asian-Glazed-Drumsticks-7-1-260x390.jpg,"['DF', 'LC']",8,335.0,"Soy sauce, vinegar and Sriracha hot sauce make these Asian-Glazed Chicken Drumsticks savory and delicious – serve over rice or vegetables for an easy meal!"
870,Italian Beef and Spinach Meatballs,https://www.skinnytaste.com/wp-content/uploads/2010/06/Italian-Spinach-and-Beef-Meatballs-9-260x390.jpg,"['FM', 'GF', 'KF', 'MP']",6,259.0,"These amazing Italian Beef and Spinach Meatballs made with ground beef plus I snuck some spinach in the mix, but I promise even the pickiest of eaters will love them!"
871,Lemon-Chili Shrimp Quinoa Bowls,https://www.skinnytaste.com/wp-content/uploads/2019/12/Lemon-Shrimp-Quinoa-Bowls-7-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'MP']",8,484.0,"A quick and easy Lemon-Chili Shrimp Avocado Quinoa Bowl recipe, great for lunch or dinner, or make them ahead for meal prep!"
872,Greek Chicken Meal Prep Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2020/01/Greek-Chicken-Meal-Prep-4-260x390.jpg,"['FM', 'GF', 'KF', 'MP']",11,418.0,Bring the flavors of the Mediterranean to work with these Greek Chicken Meal Prep Rice Bowls – the perfect recipe to make ahead!
873,Top 25 Most Popular Skinnytaste Recipes of 2019,https://www.skinnytaste.com/wp-content/uploads/2020/01/TOP-2019-260x390.jpg,[],,,Top 25 Most Popular Skinnytaste Recipes of 2019
874,Changua (Colombian Milk and Egg Soup),https://www.skinnytaste.com/wp-content/uploads/2019/12/Changua-6-260x390.jpg,['Q'],4,180.0,"Changua (Colombian Milk and Egg Soup) is a typical breakfast in Bogotá, the capital of Colombia where my mom was born. It’s also know to cure hangovers."
875,Coconut Broth Clams with Lemongrass,https://www.skinnytaste.com/wp-content/uploads/2019/12/Coconut-Broth-Clams-6-260x390.jpg,"['DF', 'GF', 'LC', 'Q']",8,233.0,"Asian Coconut Broth Clams made with lemongrass, ginger and cilantro is wonderful when paired with bread for dipping all that delicious broth!"
876,Chocolate Chip Cloud Cookies,https://www.skinnytaste.com/wp-content/uploads/2013/12/Chocolate-Chip-Clouds-10-260x390.jpg,['GF'],3,54.0,"These cloud cookies are light and airy, slightly chewy with chocolate chips in every bite! Made airy with egg whites, sugar and chocolate, these gluten free meringues just melt in your mouth."
877,Strawberry Squares,https://www.skinnytaste.com/wp-content/uploads/2010/11/Strawberry-Squares-1-2-260x390.jpg,"['GF', 'KF']",7,138.0,"Strawberry Squares, these delicious baked treats are easy to make, feel free to use your favorite pie filling flavor!"
878,Arroz Con Pollo – Rice and Chicken,https://www.skinnytaste.com/wp-content/uploads/2011/01/Arroz-con-Pollo-Lightened-Up-9-260x390.jpg,"['DF', 'FM', 'GF', 'KF']",10,410.0,"Authentic Arroz Con Pollo, or Latin chicken and rice, is the ultimate one-pot meal. It’s a classic Latin dish that I grew up on and now cook for my family."
879,Healthy Breakfast Casserole with Spinach and Feta,https://www.skinnytaste.com/wp-content/uploads/2019/12/Feta-Breakfast-Bake-9-260x390.jpg,['GF'],6,296.0,"This healthy Breakfast Casserole recipe is made with eggs, spinach, tomatoes and Feta cheese and only takes a few minutes to whip up. You can make it ahead of time, so it’s the perfect breakfast egg casserole for Christmas morning or any day!"
880,"One Pan Roasted Potatoes, Sausage and Peppers",https://www.skinnytaste.com/wp-content/uploads/2011/10/One-Pan-Roasted-Potatoes-Sausage-and-Peppers-6-260x390.jpg,"['GF', 'KF', 'W']",8,325.0,"One Pan Roasted Potatoes Sausage and Peppers is one of my favorite, fuss-free sheet pan dinners. Perfect for weeknights and bonus points for easy cleanup!"
881,Pork Chops with Mushrooms and Shallots,https://www.skinnytaste.com/wp-content/uploads/2010/12/Pork-Shops-with-Mushrooms-and-Shallots-7-260x390.jpg,"['GF', 'KF', 'LC']",6,178.0,"These Pork Chops with Mushrooms and Shallots are juicy and flavorful, made with a creamy Dijon sauce perfect for weeknight dinner!"
882,Yogurt Panna Cotta with Macerated Berries,https://www.skinnytaste.com/wp-content/uploads/2019/12/Yogurt-Panna-Cotta-4-260x390.jpg,"['GF', 'KF']",3,82.0,"This simple Yogurt Panna Cotta is the perfect smooth, creamy dessert. The cool tang of yogurt pairs perfectly with fresh berries. To macerate the berries simple mix them with a little sugar and let them sit."
883,Stuffed Mushrooms with Broccoli Rabe and Sausage,https://www.skinnytaste.com/wp-content/uploads/2019/12/Broccoli-Rabe-Stuffed-Mushroom-11-260x390.jpg,['GF'],3,121.0,"I’m OBSESSED with these Italian stuffed mushrooms filled with broccoli rabe and sausage, the perfect festive holiday appetizer!"
884,Cacio e Pepe Brussels Sprouts,https://www.skinnytaste.com/wp-content/uploads/2019/12/Cacio-E-Pepe-Brussels-Sprouts-6-260x390.jpg,"['GF', 'LC', 'Q', 'V']",6,204.0,Cacio e Pepe Brussels Sprouts swaps out pasta for shredded Brussels sprouts in this low-carb take on the Italian classic.
885,Easy Healthy Ground Turkey Chorizo,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Chorizo-4-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",3,116.0,"A lighter version of Mexican Chorizo made with ground turkey and a smoky spice blend, perfect for adding to eggs, tacos, and more!"
886,Open Faced Turkey Melts,https://www.skinnytaste.com/wp-content/uploads/2019/11/Open-Face-Turkey-Melt-1-3-260x390.jpg,"['GF', 'KF', 'Q']",7,263.0,"These quick and easy, open faced turkey melts made with cranberries and celery make a great leftover thanksgiving turkey recipe for lunch!"
887,Creamy Pumpkin Ginger Soup,https://www.skinnytaste.com/wp-content/uploads/2019/11/Pumpkin-Ginger-Soup-4-260x390.jpg,"['GF', 'V']",4,145.0,"This Creamy Pumpkin Ginger Soup is the perfect cozy, fall soup made creamy without adding any cream. Instead, the vegetables and Greek yogurt thicken it!"
888,Butternut Squash Mac and Cheese,https://www.skinnytaste.com/wp-content/uploads/2019/11/Butternut-Squash-Mac-and-Cheese-9-2-260x390.jpg,['V'],8,275.0,"Butternut Squash Mac and Cheese, a healthier version of macaroni and cheese is so creamy and delicious, no one will ever guess it’s also good for you!"
889,Kale Salad with Quinoa and Cranberries,https://www.skinnytaste.com/wp-content/uploads/2019/11/Crowd-Pleasing-Kale-Salad-5-260x390.jpg,"['GF', 'Q', 'V']",10,226.0,"This hearty, fall Kale Salad with Quinoa and Cranberries is made even better by massaging the kale which helps break down the tough cell structure and gives the raw kale a softer texture and gentler flavor."
890,Sweet Potato Pie,https://www.skinnytaste.com/wp-content/uploads/2010/11/Sweet-Potato-Pie-9-260x390.jpg,"['KF', 'V']",8,208.0,"A healthy and delicious version of the classic sweet potato pie – a perfect, easy sweet potato dessert recipe for Thanksgiving!"
891,Whole Roasted Chicken with Lemon and Rosemary,https://www.skinnytaste.com/wp-content/uploads/2010/02/Roast-Chicken-with-Rosemary-_-Lemon-Finals-15-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'W']",4,322.0,"Juicy, tender whole roasted chicken seasoned with lemon and rosemary is always a winner in my house! Make two and use the second for meal prep."
892,Stuffing Muffins,https://www.skinnytaste.com/wp-content/uploads/2019/11/Stuffing-Muffins-2-260x390.jpg,['KF'],4,115.0,Stuffing Muffins aka stuff’in are baked in a muffin tin for easy portion control! This classic stuffing recipe is made even more delicious with Pancetta!
893,Baked Turkey Croquettes,https://www.skinnytaste.com/wp-content/uploads/2010/11/Turkey-Croquettes-3-260x390.jpg,"['KF', 'Q']",3,217.0,Not sure what to do with all your leftover turkey?  Baked turkey croquettes are the perfect way to use up your leftover holiday turkey!
894,Scalloped Potato Gratin,https://www.skinnytaste.com/wp-content/uploads/2011/11/Skinny-Scalloped-Potato-Gratin-12-260x390.jpg,"['GF', 'V']",5,160.0,A delicious Scalloped Potato Gratin recipe made with thinly sliced Yukon gold potatoes layered with cheese and a light buttery sauce.
895,Mashed Sweet Potatoes Brulee,https://www.skinnytaste.com/wp-content/uploads/2011/10/Mashed-Sweet-Potato-Brulee_-8-260x390.jpg,"['GF', 'KF', 'V']",4,100.0,Mashed Sweet Potatoes Brulee are seasoned with with a hint of cinnamon and nutmeg topped with a caramelized brown sugar crust.
896,Cauliflower “Mac” and Cheese,https://www.skinnytaste.com/wp-content/uploads/2019/10/Cauli-Mac-11-260x390.jpg,"['KF', 'LC', 'V']",9,238.0,Cheesy Baked Cauliflower “Mac” and Cheese is perfect when you’re craving macaroni and cheese–without the pasta! It’s lower in carbs and each bowl has a healthy amount of vegetables and protein!
897,Baked Chicken Thighs with Brussels and Sweet Potato,https://www.skinnytaste.com/wp-content/uploads/2019/11/Chicken-Thighs-with-Brussels-and-Sweet-Potato-1-4-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'W']",11,587.0,"Baked Chicken Thighs with Brussels Sprouts and Sweet Potato, a quick and easy one-pot chicken dinner for a chilly, fall night."
898,Air Fryer Turkey Breast,https://www.skinnytaste.com/wp-content/uploads/2018/11/Air-Fryer-Turkey-Breast-2-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'KF', 'LC', 'W']",6,226.0,"Air Fryer Turkey Breast comes out so moist and juicy and perfectly cooked with a beautiful deep golden brown skin. And bonus, it cooks in a fraction of the time it would in the oven!"
899,Cranberry Pear Sauce,https://www.skinnytaste.com/wp-content/uploads/2011/11/Cranberry-Pear-Sauce-2-copy-260x390.jpg,"['DF', 'GF', 'KF', 'Q', 'V']",3,61.0,"An EASY 3-ingredient cranberry pear sauce! This is my go-to cranberry sauce recipe for the Holidays. I love how the sweet pears compliment the tart cranberries, perfect to add to your Thanksgiving table."
900,Macaroni and Cheese Soup with Broccoli,https://www.skinnytaste.com/wp-content/uploads/2012/01/Macaroni-Cheese-Soup-with-Broccoli-17-260x390.jpg,"['KF', 'Q', 'V']",9,253.0,Macaroni and Cheese Soup with Broccoli is comfort food at it’s best! It’s a classic mac turned into a kid-friendly bowl of soup.
901,Baked Apple Cider Chicken and Cabbage,https://www.skinnytaste.com/wp-content/uploads/2019/10/Baked-Apple-Cider-Chicken-and-Cabbage-6-260x390.jpg,"['DF', 'GF']",8,418.0,"Baked Apple Cider Chicken and Cabbage is the perfect one-pot fall dish made with cider-marinated chicken, red cabbage and apples."
902,Banana Nut Bread,https://www.skinnytaste.com/wp-content/uploads/2008/11/Banana-Nut-Bread-3-260x390.jpg,"['KF', 'V']",5,104.0,"This recipe for banana nut bread is super moist and insanely delicious, plus it’s healthier than most because it uses less butter, oil and sugar than most recipes."
903,Kalyn’s Stuffed Cabbage Casserole,https://www.skinnytaste.com/wp-content/uploads/2012/01/Stuffed-Cabbage-Casserole_-7-260x390.jpg,"['FM', 'GF', 'HF', 'KF']",6,251.0,"This Stuffed Cabbage Casserole is basically a deconstructed version of stuffed cabbage layered with shredded cabbage, ground beef and brown rice cooked in tomatoes then topped with melted cheese. It’s SO good!"
904,Slow Cooker French Dip Sandwich with Caramelized Onions,https://www.skinnytaste.com/wp-content/uploads/2014/01/French-Dip-3-260x390.jpg,"['KF', 'SC']",10,308.0,"Slow Cooker French Dip Sandwich with Caramelized Onions filled with beef, melted cheese and au jus (beef broth) for dipping. The perfect weekend crock pot recipe!"
905,Spaghetti with Butternut Leek Parmesan Sauce,https://www.skinnytaste.com/wp-content/uploads/2012/10/Spaghetti-with-Butternut-Leek-Sauce-7-260x390.jpg,"['GF', 'HF', 'KF', 'V']",8,266.0,"Something magical happens to pasta when you combine spaghetti with a creamy butternut sauce made with leeks, sage, garlic and Parmigiano Reggiano. You’ll swear this is full of cream and butter, but it’s not!"
906,Pumpkin Butter,https://www.skinnytaste.com/wp-content/uploads/2010/10/pumpkin-butter-3-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'Q', 'V']",2,42.0,"Pumpkin lovers will love this easy, pumpkin butter recipe made from scratch. It’s like pumpkin pie in a jar, only better! Delicious smeared on toast, oatmeal, yogurt, and more!"
907,Cinnamon Apple Yogurt Bowls,https://www.skinnytaste.com/wp-content/uploads/2019/10/Cinnamon-Apple-Yogurt-Bowls-1-9-260x390.jpg,"['GF', 'KF', 'MP', 'Q', 'V']",6,283.0,"These Cinnamon Apple Yogurt Bowls are like having apple pie for breakfast, without the crust!"
908,Spaghetti Carbonara,https://www.skinnytaste.com/wp-content/uploads/2019/10/Spaghetti-Carbonara-6-260x390.jpg,"['GF', 'KF', 'Q']",11,422.0,"With pasta tossed with diced bacon, grated cheese, and copious amounts of black pepper and topped with a poached egg, this Spaghetti Carbonara recipe is smooth and creamy with incredible flavor. Though simple to make, it tastes and looks like something straight from an Italian restaurant. "
909,Crock Pot Picadillo,https://www.skinnytaste.com/wp-content/uploads/2013/01/Crockpot-Picadillo-8-260x390.jpg,"['FM', 'GF', 'KF', 'LC', 'SC', 'W']",4,207.0,"Crock Pot Picadillo is a flavorful Cuban dish made with ground beef and a sauce made from simmering tomatoes, green olives, bell peppers, cumin, and spices."
910,Creamy Roasted Cauliflower Chowder,https://www.skinnytaste.com/wp-content/uploads/2019/10/Creamy-Roasted-Cauliflower-Chowder-6-260x390.jpg,"['HF', 'KF']",7,205.0,"This Creamy Roasted Cauliflower Chowder is comfort food without all the calories. Made with roasted cauliflower, which adds deep, caramelized flavor while keeping the soup a little lighter."
911,Prosciutto Wrapped Figs with Blue Cheese (Grill or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2019/10/Prosciutto-Wrapped-Figs-with-Blue-Cheese-3-260x390.jpg,"['AF', 'GF', 'Q']",5,221.0,"Prosciutto Wrapped Figs with Blue Cheese served on a bed of baby arugula with a light vinaigrette. A delicious combination of salt, acid and sweet."
912,Turmeric Roasted Chicken and Sweet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2019/10/Turmeric-Roasted-Chicken-and-Sweet-Potatoes-5-260x390.jpg,"['DF', 'GF', 'KF', 'W']",12,516.0,Caramelized sweet potatoes and shallots are the bed for roasted chicken thighs and legs that come together in this one-pot healthy chicken dinner.
913,Parmesan Crusted Delicata Squash,https://www.skinnytaste.com/wp-content/uploads/2017/09/Parmesan-Crusted-Delicata-Squash-1-260x390.jpg,"['GF', 'HF', 'KF', 'Q', 'V']",4,232.0,"Parmesan Crusted Roasted Delicata Squash, one of my favorite ways to prepare delicata squash! The edges come out crisp, golden and delicious."
914,Instant Pot Indian Chicken Pulao,https://www.skinnytaste.com/wp-content/uploads/2019/09/Instant-Pot-Indian-Chicken-Pulao-4-1-260x390.jpg,"['GF', 'PC', 'Q']",7,396.0,"Instant Pot Chicken Pulao comes together in just 30 minutes, with basmati rice, chicken breasts, and a few aromatics and spices. The perfect introduction to Indian cuisine!"
915,Pumpkin Roll,https://www.skinnytaste.com/wp-content/uploads/2019/09/Pumpkin-Roll-6-260x390.jpg,['V'],9,198.0,This classic pumpkin roll recipe features an irresistible pumpkin spice sponge cake with a tangy cream cheese filling. Perfect for Thanksgiving and Christmas!
916,Eggplant and Tomato Sauce,https://www.skinnytaste.com/wp-content/uploads/2009/10/Eggplant-and-Tomato-Sauce-8-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'KF', 'LC', 'Q', 'V', 'W']",2,127.0,"This simple Eggplant and Tomato Sauce is delicious, made with diced eggplant stewed in tomatoes and garlic. I love it served over pasta but it’s also great over zucchini noodles, polenta or as a side dish on it’s own."
917,Air Fryer Scallops with Bacon,https://www.skinnytaste.com/wp-content/uploads/2019/09/Air-Fryer-Bacon-Wrapped-Scallops-7-1-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'LC', 'Q', 'W']",2,138.0,"Air Fryer Scallops with Bacon are so easy, made with just two ingredients! Elegant enough to impress guests yet easy enough to make any weeknight for your family."
918,Pork Carnitas (Slow Cooker Mexican Pulled Pork),https://www.skinnytaste.com/wp-content/uploads/2010/03/Slow-Cooker-Carnitas-4-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'LC', 'MP', 'SC']",4,160.0,"Slow Cooker Pork Carnitas or Mexican Pulled Pork is the best Mexican pork recipe to stuff it into a tortilla, in tacos or turn it into a burrito bowl!"
919,Mashed Cauliflower,https://www.skinnytaste.com/wp-content/uploads/2010/03/Creamy-Cauliflower-Puree-5-260x390.jpg,"['GF', 'KF', 'LC', 'Q', 'V']",2,62.0,Mashed Cauliflower is essentially a creamy cauliflower puree that makes a delicious low-carb or keto alternative to mashed potatoes.
920,Baked Oatmeal Recipe with Pears Bananas and Walnuts,https://www.skinnytaste.com/wp-content/uploads/2019/09/Maple-Cinnamon-Banana-Pear-Baked-Oatmeal-with-Walnuts-7-260x390.jpg,"['GF', 'MP', 'V']",6,225.0,"Baked oatmeal is like having dessert for breakfast! Made with healthy ingredients—bananas, pears, oats, nuts and maple syrup, it will leave you satisfied all morning."
921,Baked Sweet Potato (How To Bake Sweet Potatoes),https://www.skinnytaste.com/wp-content/uploads/2019/09/Baked-Sweet-Potatoes-5-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'MP', 'V', 'W']",3,164.0,Making a Baked Sweet Potato in the oven is so easy and comes out perfectly sweet and fluffy on the inside with this foolproof recipe.
922,Garlic Lovers Roast Beef,https://www.skinnytaste.com/wp-content/uploads/2013/06/Garlic-Lover’s-Roast-Beef-5-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'W']",3,142.5,"Garlic Lovers Roast Beef is the best roast beef recipe, so flavorful and loaded with garlic as the name implies."
923,Spinach Tortellini en Brodo (in Broth),https://www.skinnytaste.com/wp-content/uploads/2010/12/Spinach-Tortellini-En-Brodo-8-260x390.jpg,"['KF', 'Q', 'V']",7,228.0,Spinach Tortellini en Brodo (in broth) is an Italian soup made with spinach and cheese tortellini and vegetables in a light broth.
924,Mango-Raspberry Fruit Roll Ups,https://www.skinnytaste.com/wp-content/uploads/2019/09/Mango-Raspberry-Fruit-Leather-9-260x390.jpg,"['DF', 'GF', 'KF', 'V']",1,39.0,"Homemade Mango-Raspberry Fruit Roll Ups, so much healthier than the store-bought kind, and with much less added sugar."
925,Caprese Salad,https://www.skinnytaste.com/wp-content/uploads/2019/09/Insalata-Caprese-2-260x390.jpg,"['GF', 'KF', 'LC', 'Q', 'V']",4,100.0,"Caprese Salad or Insalata Caprese is a simple summer salad with fresh mozzarella, thick slices of juicy tomatoes, basil and a splash of balsamic vinegar. Serve it as an appetizer, side dish, or just make it a meal!"
926,Wilted Baby Spinach with Garlic and Oil,https://www.skinnytaste.com/wp-content/uploads/2008/06/Wilted-Baby-Spinach-3-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'V', 'W']",2,70.0,Wilted Baby Spinach with Garlic and Oil is my favorite way to prepare this easy side dish made with just 3 ingredients and ready in under 10 minutes.
927,Lemon-Parsley Foil Packet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2019/08/Lemon-Parsley-Potatoes-in-Foil-5-260x390.jpg,"['DF', 'GF', 'KF', 'V', 'W']",3,113.0,"Lemon-Parsley Foil Packet Potatoes can be grilled or baked in the oven! A delicious side dish, and the best part – easy cleanup!"
928,Houston’s Veggie Burger,https://www.skinnytaste.com/wp-content/uploads/2019/08/Veggie-Burger-8-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'V']",9,302.0,"This is a veggie burger that even hearty meat-eaters will love! Made with beans, oats, brown rice, beets and a whole lot of spices, this veggie burger is a real crowd pleaser."
929,Air Fryer Shishito Peppers,https://www.skinnytaste.com/wp-content/uploads/2019/08/Air-Fryer-Blistered-Shishito-Peppers-4-260x390.jpg,"['AF', 'DF', 'GF', 'LC', 'Q', 'V', 'W']",0,15.0,Easy Air Fryer Shishito Peppers come out charred and blistered. Finish with a squeeze of lemon over the top and they are delicious!
930,Burma Superstar Chicken Dal Curry,https://www.skinnytaste.com/wp-content/uploads/2019/08/Chicken-Dal-Curry-1-3-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'PC']",7,529.0,"Chicken Dal Curry is a comforting Burmese stew made with yellow peas, chicken, ginger, turmeric, curry and spices."
931,Spicy Tuna Poke Bowl,https://www.skinnytaste.com/wp-content/uploads/2019/08/Spicy-Tuna-Poke-Bowls-8-260x390.jpg,"['DF', 'GF', 'HF', 'Q']",7,397.0,"This Spicy Tuna Poke Bowl is made with chunks of fresh tuna, avocado, cucumbers, spicy mayo and scallions cut on the bias served on a bed of steamed rice – YES please!!"
932,Basil Oil,https://www.skinnytaste.com/wp-content/uploads/2019/08/Basil-Oil-9-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'V', 'W']",3,82.0,"Making basil oil is so simple, trust me you’ll want to drizzle it all over your chicken, fish, tomatoes, vegetables or with some crusty bread!"
933,Orecchiette with Sausage and Broccoli Rabe,https://www.skinnytaste.com/wp-content/uploads/2011/04/Orecchiette-Pasta-with-Chicken-Sausage-_-Broccoli-Rabe-6-260x390.jpg,"['GF', 'Q']",8,289.0,Orecchiette with Sausage and Broccoli Rabe uses chicken sausage in place of pork sausage and a whole lot of garlic! This lightened up version of my favorite Italian classic pasta dish will not disappoint!! 
934,Chicken Zucchini Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2019/08/Chicken-and-Zucchini-Stir-Fry-RS-5-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'Q']",4,242.0,"This quick Chicken and Zucchini Stir Fry is delicious, made with chicken breast, zucchini and an easy stir fry sauce."
935,How To Make Perfect Instant Pot Quinoa,https://www.skinnytaste.com/wp-content/uploads/2019/08/How-To-Make-Perfect-Quinoa-in-the-Instant-Pot-4-260x390.jpg,"['DF', 'GF', 'PC', 'Q', 'V']",3,81.0,"Learn how to make perfect, fluffy Instant Pot quinoa using my foolproof method! This healthy grain is an easy addition to loads of meals, and it’s ready in minutes in the pressure cooker."
936,Lighter Eggplant Parmesan,https://www.skinnytaste.com/wp-content/uploads/2009/03/Lighter-Eggplant-Parmesan-4-260x390.jpg,"['FM', 'GF', 'HF', 'KF', 'LC', 'V']",6,255.5,"This Lighter Eggplant Parmesan Recipe is one of my favorite ways to eat eggplant. No breading, no frying, just eggplant, cheese and marinara."
937,"Southwestern Black Bean, Quinoa and Mango Salad",https://www.skinnytaste.com/wp-content/uploads/2015/03/Southwestern-Black-Bean-Quinoa-_-Mango-Medley-8-260x390.jpg,"['DF', 'GF', 'HF', 'Q', 'V']",2,164.0,"Delicious Southwestern Black Bean, Quinoa and Mango Salad is a tasty way to get more vegetables and plant-based foods into your diet."
938,Baked Crab and Corn Cakes,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinnytaste-Baked-Corn-Crab-Cakes-6-260x390.jpg,"['AF', 'KF']",3,97.0,Deliciously Baked Corn and Crab Cakes made with lump crab and sweet summer corn. Bake them in the oven or air fryer!
